Obs,Folha,Ep_Emissao,Tipo,Planta,Sexo,Galho,Ep_Medicao,Idade,A,gs,E,PPFD,Ta,Tl,IdadeE,Estacoes,environment,period_label,WUE,iWUE,LUE,deltaT,bio_unit,time_idx
1920,314,9,sol,17,F,1,10,3,8.53325,0.23605,5.875,1658.5,34.6775,35.0,Jov_Madura,verao,MO,Jan 2005,1.4524680851063831,36.1501800466003,0.005145161290322581,0.322499999999998,17_9,19
1921,314,9,sol,17,F,1,11,5,6.86675,0.118825,1.825,1181.55,26.2225,26.6125,Madura,outono,MO,Mar 2005,3.7626027397260273,57.78876499053229,0.005811645719605602,0.39000000000000057,17_9,21
1922,314,9,sol,17,F,1,12,7,3.487,0.0908,2.11703,1780.25,14.985,17.44,Madura,inverno,MO,May 2005,1.647118841017841,38.403083700440526,0.0019587136638112624,2.455000000000002,17_9,23
1923,315,9,sol,17,F,2,9,1,5.85975,0.0966,4.45,1954.75,30.145,33.405,Jovem,primavera,MO,Nov 2004,1.3167977528089887,60.659937888198755,0.0029976979153344416,3.2600000000000016,17_9,17
1924,315,9,sol,17,F,2,10,3,6.25325,0.132675,4.15,1693.75,33.9525,35.7175,Jov_Madura,verao,MO,Jan 2005,1.5068072289156627,47.13208969285849,0.0036919557195571957,1.7650000000000006,17_9,19
1925,315,9,sol,17,F,2,11,5,2.5905,0.068325,0.975,45.2775,26.0775,25.2325,Madura,outono,MO,Mar 2005,2.656923076923077,37.91437980241493,0.05721384793771741,-0.8449999999999989,17_9,21
1926,315,9,sol,17,F,2,12,7,7.448,0.10582499999999999,2.48768,1708.75,16.7775,19.0925,Madura,inverno,MO,May 2005,2.9939542063287883,70.38034490904796,0.004358741770299927,2.3150000000000013,17_9,23
1927,316,9,sol,17,F,3,9,1,4.98175,0.148,5.0,554.975,29.7025,29.5725,Jovem,primavera,MO,Nov 2004,0.99635,33.660472972972975,0.008976530474345691,-0.129999999999999,17_9,17
1928,316,9,sol,17,F,3,10,3,6.01475,0.081625,2.1,953.725,32.67,33.7725,Jov_Madura,verao,MO,Jan 2005,2.8641666666666667,73.68759571209802,0.006306587328632467,1.1024999999999991,17_9,19
1929,316,9,sol,17,F,3,11,5,7.856,0.13440000000000002,1.525,318.6,25.5075,24.8775,Madura,outono,MO,Mar 2005,5.151475409836066,58.45238095238094,0.02465787821720025,-0.629999999999999,17_9,21
1930,316,9,sol,17,F,3,12,7,1.397,0.146125,0.687303,8.58725,13.995,12.63,Madura,inverno,MO,May 2005,2.032582427255519,9.560307955517537,0.16268304754141316,-1.3649999999999984,17_9,23
1931,317,9,sol,18,F,1,9,1,7.2325,0.25837499999999997,6.525,935.725,27.8875,27.16,Jovem,primavera,MO,Nov 2004,1.1084291187739463,27.992259313014035,0.007729300809532715,-0.7274999999999991,18_9,17
1932,317,9,sol,18,F,1,10,3,11.71,0.198325,4.05,1069.13,33.2025,33.2075,Jov_Madura,verao,MO,Jan 2005,2.891358024691358,59.044497667969246,0.01095283080635657,0.005000000000002558,18_9,19
1933,317,9,sol,18,F,1,11,5,3.407,0.178125,1.775,85.305,25.21,24.0125,Madura,outono,MO,Mar 2005,1.91943661971831,19.127017543859647,0.03993904226012543,-1.1975000000000016,18_9,21
1934,317,9,sol,18,F,1,12,7,1.45837,0.113125,0.22583799999999998,22.67,15.1425,14.47,Madura,inverno,MO,May 2005,6.457593496222956,12.891668508287292,0.06433039258932509,-0.6724999999999994,18_9,23
1935,318,9,sol,18,F,2,9,1,2.672,0.058374999999999996,2.075,438.33,28.3675,28.65,Jovem,primavera,MO,Nov 2004,1.2877108433734938,45.77301927194861,0.0060958638468733605,0.28249999999999886,18_9,17
1936,318,9,sol,18,F,2,10,3,4.714,0.138575,2.45,115.902,31.84,30.805,Jov_Madura,verao,MO,Jan 2005,1.9240816326530612,34.017679956702146,0.04067229210885059,-1.0350000000000001,18_9,19
1937,318,9,sol,18,F,2,11,5,2.15767,0.07286669999999999,0.766667,51.02,24.8833,23.94,Madura,outono,MO,Mar 2005,2.8143509502821957,29.611194139435437,0.0422906703253626,-0.9432999999999971,18_9,21
1938,318,9,sol,18,F,2,12,7,2.41,0.09870000000000001,4.97711,712.83,16.18,15.3775,Madura,inverno,MO,May 2005,0.48421674425520034,24.41742654508612,0.0033808902543383417,-0.8025000000000002,18_9,23
1939,319,9,sol,18,F,3,9,1,2.61325,0.233375,5.2,47.145,27.435,25.4225,Jovem,primavera,MO,Nov 2004,0.5025480769230769,11.197643277986073,0.055430056209566224,-2.0124999999999993,18_9,17
1940,319,9,sol,18,F,3,10,3,4.62667,0.0706667,1.13333,1293.0,31.8067,30.9033,Jov_Madura,verao,MO,Jan 2005,4.082367889317322,65.47171440013472,0.003578244392884764,-0.9033999999999978,18_9,19
1941,319,9,sol,18,F,3,11,5,4.74625,0.10125,1.1,132.533,24.5975,23.725,Madura,outono,MO,Mar 2005,4.314772727272727,46.87654320987654,0.035811835542845935,-0.8724999999999987,18_9,21
1942,319,9,sol,18,F,3,12,7,0.673275,0.08487499999999999,0.506828,5.7455,14.3775,13.515,Madura,inverno,MO,May 2005,1.3284092433725052,7.932547864506628,0.1171830127926203,-0.8624999999999989,18_9,23
1943,320,9,sol,19,F,1,9,1,11.11,0.22297499999999998,7.475,1843.0,29.4575,30.9575,Jovem,primavera,MO,Nov 2004,1.4862876254180601,49.82621370108757,0.006028214867064568,1.5,19_9,17
1944,320,9,sol,19,F,1,10,3,7.51775,0.1034,1.075,198.2,30.9825,30.0075,Jov_Madura,verao,MO,Jan 2005,6.993255813953489,72.70551257253385,0.037930121089808276,-0.9750000000000014,19_9,19
1945,320,9,sol,19,F,1,11,5,12.9,0.16605,2.7,2083.25,28.52,30.485,Madura,outono,MO,Mar 2005,4.777777777777778,77.68744354110208,0.006192247689907597,1.9649999999999999,19_9,21
1946,320,9,sol,19,F,1,12,7,7.6885,0.14400000000000002,3.08414,1015.47,15.435,16.4725,Madura,inverno,MO,May 2005,2.492915367006686,53.39236111111111,0.007571370892296178,1.0374999999999996,19_9,23
1947,321,9,sol,19,F,2,9,1,11.7625,0.23627499999999999,4.48,1134.07,30.5075,31.15,Jovem,primavera,MO,Nov 2004,2.625558035714285,49.783091736324195,0.010371934713024769,0.6424999999999983,19_9,17
1948,321,9,sol,19,F,2,10,3,12.114,0.141125,3.2,375.775,33.94,35.165,Jov_Madura,verao,MO,Jan 2005,3.785625,85.83879539415412,0.03223737608941521,1.2250000000000014,19_9,19
1949,321,9,sol,19,F,2,11,5,13.5173,0.14830000000000002,2.125,94.11,28.2575,29.065,Madura,outono,MO,Mar 2005,6.361082352941176,91.14834794335805,0.14363298267984273,0.807500000000001,19_9,21
1950,321,9,sol,19,F,2,12,7,4.23975,0.12542499999999998,1.7762900000000001,64.685,15.89,15.2275,Madura,inverno,MO,May 2005,2.386856875847975,33.80306956348416,0.06554456210868052,-0.6625000000000014,19_9,23
1951,322,9,sol,19,F,3,9,1,7.45725,0.165675,5.8,869.175,30.1475,30.7,Jovem,primavera,MO,Nov 2004,1.2857327586206897,45.011317338162065,0.008579687634826128,0.5524999999999984,19_9,17
1952,322,9,sol,19,F,3,10,3,23.2833,0.3502,6.0,2280.0,35.81,38.7833,Jov_Madura,verao,MO,Jan 2005,3.88055,66.48572244431753,0.010211973684210526,2.9732999999999947,19_9,19
1953,322,9,sol,19,F,3,11,5,8.09175,0.19575,2.025,63.385,26.95,26.1525,Madura,outono,MO,Mar 2005,3.995925925925926,41.33716475095785,0.1276603297310089,-0.7974999999999994,19_9,21
1954,322,9,sol,19,F,3,12,7,2.418,0.116825,2.41529,247.327,15.055,14.2475,Madura,inverno,MO,May 2005,1.001122018473972,20.69762465225765,0.009776530665879584,-0.8074999999999992,19_9,23
1955,323,9,sol,20,F,1,9,1,9.3095,0.17682499999999998,4.31,1519.5,34.9375,36.29,Jovem,primavera,MO,Nov 2004,2.159976798143852,52.64809840237523,0.00612668641000329,1.3524999999999991,20_9,17
1956,323,9,sol,20,F,1,10,3,24.875,0.452,5.375,1625.75,37.3075,37.995,Jov_Madura,verao,MO,Jan 2005,4.627906976744186,55.033185840707965,0.015300630478240812,0.6875,20_9,19
1957,323,9,sol,20,F,1,11,5,7.8557500000000005,0.115425,2.05,172.45,29.8,30.2,Madura,outono,MO,Mar 2005,3.8320731707317077,68.05934589560322,0.04555378370542187,0.3999999999999986,20_9,21
1958,323,9,sol,20,F,1,12,7,7.02,0.15355000000000002,2.41138,295.35,14.9225,15.7225,Madura,inverno,MO,May 2005,2.911196078594,45.71800716379029,0.023768410360589128,0.8000000000000007,20_9,23
1959,324,9,sol,20,F,2,9,1,6.514,0.159125,7.925,737.075,34.5275,36.5475,Jovem,primavera,MO,Nov 2004,0.8219558359621452,40.9363707776905,0.008837635247430723,2.019999999999996,20_9,17
1960,324,9,sol,20,F,2,10,3,23.7625,0.33657499999999996,5.375,1738.75,37.1975,37.74,Jov_Madura,verao,MO,Jan 2005,4.420930232558139,70.60090618732823,0.013666427030913012,0.542500000000004,20_9,19
1961,324,9,sol,20,F,2,11,5,4.1255,0.14382499999999998,2.025,191.125,28.985,27.9825,Madura,outono,MO,Mar 2005,2.037283950617284,28.68416478359117,0.02158534990189666,-1.0024999999999977,20_9,21
1962,324,9,sol,20,F,2,12,7,2.53925,0.11575,0.618135,66.075,14.6875,13.985,Madura,inverno,MO,May 2005,4.107921408753751,21.937365010799134,0.03842981460461597,-0.7025000000000006,20_9,23
1963,325,9,sol,20,F,3,9,1,9.162,0.15510000000000002,4.445,2104.75,33.9175,36.885,Jovem,primavera,MO,Nov 2004,2.0611923509561305,59.071566731141196,0.004353011046442571,2.967500000000001,20_9,17
1964,325,9,sol,20,F,3,10,3,21.3025,0.366175,7.5,1760.75,38.4125,37.81,Jov_Madura,verao,MO,Jan 2005,2.840333333333333,58.17573564552468,0.012098537555019167,-0.6024999999999991,20_9,19
1965,325,9,sol,20,F,3,11,5,4.06675,0.163625,2.375,255.4,28.7575,27.885,Madura,outono,MO,Mar 2005,1.7123157894736842,24.854087089381206,0.01592306186374315,-0.8724999999999987,20_9,21
1966,325,9,sol,20,F,3,12,7,1.256,0.154,0.804433,694.067,16.3167,15.5933,Madura,inverno,MO,May 2005,1.561348179400895,8.155844155844155,0.001809623566600919,-0.7234000000000016,20_9,23
1967,326,9,sol,21,M,1,9,1,2.104,0.082,2.95,1581.5,26.275,29.685,Jovem,primavera,MO,Nov 2004,0.7132203389830508,25.658536585365855,0.0013303825482137211,3.41,21_9,17
1968,326,9,sol,21,M,1,10,3,6.69475,0.205,5.6,142.9,33.635,31.9175,Jov_Madura,verao,MO,Jan 2005,1.1954910714285716,32.65731707317073,0.04684919524142757,-1.7174999999999976,21_9,19
1969,326,9,sol,21,M,1,11,5,13.54,0.22835000000000003,4.0,48.0275,29.095,30.2725,Madura,outono,MO,Mar 2005,3.385,59.294941975038306,0.28192181562646396,1.177500000000002,21_9,21
1970,326,9,sol,21,M,1,12,7,1.5325,0.14005,2.56858,38.295,15.1925,14.3725,Madura,inverno,MO,May 2005,0.5966331591774444,10.942520528382719,0.04001827914871393,-0.8200000000000003,21_9,23
1971,327,9,sol,21,M,2,9,1,5.49075,0.112825,3.425,166.378,27.225,27.2,Jovem,primavera,MO,Nov 2004,1.603138686131387,48.66607578107689,0.03300165887316833,-0.02500000000000213,21_9,17
1972,327,9,sol,21,M,2,10,3,17.1025,0.407875,7.225,454.95,32.9925,31.7025,Jov_Madura,verao,MO,Jan 2005,2.367128027681661,41.93073858412504,0.037592043081657325,-1.2899999999999991,21_9,19
1973,327,9,sol,21,M,2,11,5,8.711500000000001,0.252025,3.575,142.9,27.91,26.5825,Madura,outono,MO,Mar 2005,2.436783216783217,34.56601527626228,0.06096221133659902,-1.3275000000000006,21_9,21
1974,327,9,sol,21,M,2,12,7,0.607475,0.1092,1.49044,18.345,15.2075,14.345,Madura,inverno,MO,May 2005,0.40758098279702637,5.562957875457875,0.03311392750068139,-0.8624999999999989,21_9,23
1975,328,9,sol,21,M,3,9,1,6.67525,0.11952499999999999,3.2,704.825,24.85,26.18,Jovem,primavera,MO,Nov 2004,2.086015625,55.8481489228195,0.00947079062178555,1.3299999999999983,21_9,17
1976,328,9,sol,21,M,3,10,3,9.90025,0.1621,2.1,121.87,31.6325,30.5125,Jov_Madura,verao,MO,Jan 2005,4.7144047619047615,61.074953732264035,0.0812361532780832,-1.120000000000001,21_9,19
1977,328,9,sol,21,M,3,11,5,3.42967,0.1943,2.73333,193.8,27.67,26.4967,Madura,outono,MO,Mar 2005,1.254758847266887,17.651415337107565,0.017696955624355006,-1.1733000000000011,21_9,21
1978,328,9,sol,21,M,3,12,7,0.955275,0.053825,0.14332499999999998,13.4525,15.725,14.8675,Madura,inverno,MO,May 2005,6.665096807953952,17.747793776126336,0.07101096450473889,-0.8574999999999999,21_9,23
1979,329,9,sol,22,F,1,9,1,11.715,0.24435,7.1,524.1,27.1075,28.4775,Jovem,primavera,MO,Nov 2004,1.6500000000000001,47.94352363413137,0.022352604464796793,1.3699999999999974,22_9,17
1980,329,9,sol,22,F,1,10,3,11.5525,0.187575,7.3,1450.0,35.9775,38.0725,Jov_Madura,verao,MO,Jan 2005,1.5825342465753425,61.58869785419166,0.007967241379310345,2.094999999999999,22_9,19
1981,329,9,sol,22,F,1,11,5,2.413,0.28340000000000004,3.1,139.0,25.75,24.49,Madura,outono,MO,Mar 2005,0.7783870967741935,8.514467184191952,0.017359712230215825,-1.2600000000000016,22_9,21
1982,329,9,sol,22,F,1,12,7,4.49575,0.074075,2.09962,714.047,14.68,17.05,Madura,inverno,MO,May 2005,2.141220792333851,60.691866351670605,0.0062961541747251935,2.370000000000001,22_9,23
1983,330,9,sol,22,F,2,9,1,5.08375,0.237125,6.025,228.32,27.43,26.6725,Jovem,primavera,MO,Nov 2004,0.8437759336099585,21.439114391143914,0.022265898738612476,-0.7575000000000003,22_9,17
1984,330,9,sol,22,F,2,10,3,6.54075,0.1457,5.775,986.225,37.845,37.26,Jov_Madura,verao,MO,Jan 2005,1.1325974025974026,44.89190116678106,0.00663210727775102,-0.5850000000000009,22_9,19
1985,330,9,sol,22,F,2,11,5,0.34145000000000003,0.15645,2.2,14.81,25.945,24.925,Madura,outono,MO,Mar 2005,0.15520454545454546,2.1824864173857463,0.023055367994598244,-1.0199999999999996,22_9,21
1986,330,9,sol,22,F,2,12,7,0.6185,0.0497,0.42783000000000004,11.12,14.86,14.24,Madura,inverno,MO,May 2005,1.4456676717387746,12.444668008048291,0.05562050359712231,-0.6199999999999992,22_9,23
1987,331,9,sol,22,F,3,9,1,14.6875,0.319225,4.175,1938.0,28.07,29.885,Jovem,primavera,MO,Nov 2004,3.5179640718562877,46.00986764821051,0.007578689370485036,1.8150000000000013,22_9,17
1988,331,9,sol,22,F,3,10,3,5.57675,0.066025,3.125,540.375,36.2775,38.76,Jov_Madura,verao,MO,Jan 2005,1.78456,84.46421809920484,0.010320148045338885,2.4824999999999946,22_9,19
1989,331,9,sol,22,F,3,11,5,4.18825,0.218225,3.025,98.3825,27.0,25.955,Madura,outono,MO,Mar 2005,1.3845454545454545,19.192347347920723,0.042571087337687094,-1.0450000000000017,22_9,21
1990,331,9,sol,22,F,3,12,7,0.6375,0.0672667,0.43831699999999996,10.6823,15.2467,14.7967,Madura,inverno,MO,May 2005,1.4544268189461051,9.477200457284212,0.05967815919792554,-0.45000000000000107,22_9,23
1991,332,9,sol,23,F,1,9,1,9.07725,0.130375,5.3,1135.65,29.5,32.8275,Jovem,primavera,MO,Nov 2004,1.712688679245283,69.6241610738255,0.007992999603751154,3.3275000000000006,23_9,17
1992,332,9,sol,23,F,1,10,3,13.2675,0.27090000000000003,7.925,2046.75,34.9925,35.99,Jov_Madura,verao,MO,Jan 2005,1.6741324921135647,48.97563676633444,0.006482227922315867,0.9975000000000023,23_9,19
1993,332,9,sol,23,F,1,11,5,6.07875,0.21842499999999998,2.65,152.45,25.995,25.535,Madura,outono,MO,Mar 2005,2.293867924528302,27.82991873640838,0.03987372909150542,-0.46000000000000085,23_9,21
1994,332,9,sol,23,F,1,12,7,1.32275,0.0594,0.43351599999999996,12.482,14.06,13.585,Madura,inverno,MO,May 2005,3.0512137960305967,22.26851851851852,0.10597260054478451,-0.47499999999999964,23_9,23
1995,333,9,sol,23,F,2,9,1,7.84425,0.17682499999999998,6.95,1955.25,30.41,33.255,Jovem,primavera,MO,Nov 2004,1.1286690647482014,44.361657005513926,0.004011891062523974,2.8450000000000024,23_9,17
1996,333,9,sol,23,F,2,10,3,8.1725,0.168875,5.05,872.425,35.1475,35.1825,Jov_Madura,verao,MO,Jan 2005,1.6183168316831682,48.39378238341968,0.009367567412671576,0.03499999999999659,23_9,19
1997,333,9,sol,23,F,2,11,5,3.43775,0.13575,2.0,144.75,26.3275,25.9575,Madura,outono,MO,Mar 2005,1.718875,25.324125230202576,0.02374956822107081,-0.370000000000001,23_9,21
1998,333,9,sol,23,F,2,12,7,0.6687000000000001,0.05065000000000001,1.89866,58.3175,13.545,13.13,Madura,inverno,MO,May 2005,0.35219575911432277,13.202369200394866,0.01146654091824924,-0.41499999999999915,23_9,23
1999,334,9,sol,23,F,3,9,1,11.3625,0.223625,7.65,1714.0,30.905,32.4225,Jovem,primavera,MO,Nov 2004,1.4852941176470589,50.81050866405814,0.0066292298716452746,1.5174999999999983,23_9,17
2000,334,9,sol,23,F,3,10,3,7.316,0.12397499999999999,5.275,2137.0,36.3575,39.1025,Jov_Madura,verao,MO,Jan 2005,1.3869194312796207,59.01189755999194,0.003423490875058493,2.7449999999999974,23_9,19
2001,334,9,sol,23,F,3,11,5,2.52613,0.21476699999999999,2.4,65.6933,25.6233,24.52,Madura,outono,MO,Mar 2005,1.052554166666667,11.762188790642885,0.03845338870173976,-1.1033000000000008,23_9,21
2002,334,9,sol,23,F,3,12,7,1.73125,0.061325,1.30659,37.22,14.215,13.575,Madura,inverno,MO,May 2005,1.3250139676562656,28.230737871993476,0.04651397098334229,-0.6400000000000006,23_9,23
2003,335,9,sol,24,M,1,9,1,10.69,0.263,4.185,1312.05,30.7625,31.8425,Jovem,primavera,MO,Nov 2004,2.5543608124253288,40.64638783269962,0.008147555352311268,1.0800000000000018,24_9,17
2004,335,9,sol,24,M,1,10,3,11.19,0.22005000000000002,5.1,1205.53,33.0075,33.71,Jov_Madura,verao,MO,Jan 2005,2.1941176470588237,50.85207907293796,0.009282224415817109,0.7025000000000006,24_9,19
2005,335,9,sol,24,M,1,11,5,5.912,0.24885000000000002,2.35,142.6,25.725,24.43,Madura,outono,MO,Mar 2005,2.5157446808510637,23.757283504118945,0.0414586255259467,-1.2950000000000017,24_9,21
2006,335,9,sol,24,M,1,12,7,1.79575,0.074275,1.64709,47.9,14.0175,13.405,Madura,inverno,MO,May 2005,1.0902561487228992,24.17704476607203,0.03748956158663883,-0.6125000000000007,24_9,23
2007,336,9,sol,24,M,2,9,1,8.26825,0.195325,6.675,1571.5,30.8225,31.635,Jovem,primavera,MO,Nov 2004,1.238689138576779,42.330730833226674,0.0052613744829780465,0.8125,24_9,17
2008,336,9,sol,24,M,2,10,3,12.2353,0.2285,7.675,1481.25,36.7475,38.8125,Jov_Madura,verao,MO,Jan 2005,1.5941758957654724,53.54617067833698,0.008260118143459916,2.0649999999999977,24_9,19
2009,336,9,sol,24,M,2,11,5,2.52242,0.167375,1.825,53.53,25.98,24.885,Madura,outono,MO,Mar 2005,1.3821479452054795,15.070470500373412,0.04712161404819727,-1.0949999999999989,24_9,21
2010,336,9,sol,24,M,2,12,7,3.243,0.067525,1.26111,66.5175,14.565,14.88,Madura,inverno,MO,May 2005,2.5715441158978996,48.02665679378008,0.04875408727026722,0.3150000000000013,24_9,23
2011,337,9,sol,24,M,3,9,1,13.0875,0.27235000000000004,4.0,2028.5,29.6575,32.075,Jovem,primavera,MO,Nov 2004,3.271875,48.05397466495318,0.006451811683509983,2.417500000000004,24_9,17
2012,337,9,sol,24,M,3,10,3,11.1858,0.228425,6.75,1177.28,37.04,38.1875,Jov_Madura,verao,MO,Jan 2005,1.6571555555555557,48.96924592316954,0.009501393041587388,1.1475000000000009,24_9,19
2013,337,9,sol,24,M,3,11,5,7.101,0.183475,2.3,176.025,27.1375,26.4825,Madura,outono,MO,Mar 2005,3.0873913043478263,38.70282054775855,0.04034086067319983,-0.6549999999999976,24_9,21
2014,337,9,sol,24,M,3,12,7,3.5905,0.130875,1.56522,575.3,16.9075,16.4125,Madura,inverno,MO,May 2005,2.293926732344335,27.434574976122256,0.006241091604380324,-0.49499999999999744,24_9,23
2015,338,9,sol,25,M,1,9,1,12.455,0.306,5.65,1993.75,29.6075,33.9125,Jovem,primavera,MO,Nov 2004,2.204424778761062,40.70261437908497,0.006247021943573668,4.305,25_9,17
2016,338,9,sol,25,M,1,10,3,7.515,0.1764,5.025,384.0,34.5325,33.5225,Jov_Madura,verao,MO,Jan 2005,1.4955223880597013,42.60204081632653,0.0195703125,-1.009999999999998,25_9,19
2017,338,9,sol,25,M,1,11,5,9.65275,0.2033,2.95,268.525,27.505,26.9425,Madura,outono,MO,Mar 2005,3.2721186440677963,47.48032464338416,0.03594730472023089,-0.5625,25_9,21
2018,338,9,sol,25,M,1,12,7,1.82675,0.114475,1.18608,29.4775,15.425,14.3525,Madura,inverno,MO,May 2005,1.540157493592338,15.957632670888842,0.06197099482656264,-1.0725000000000016,25_9,23
2019,339,9,sol,25,M,2,9,1,8.19425,0.373625,4.775,1129.97,31.57,30.0375,Jovem,primavera,MO,Nov 2004,1.7160732984293192,21.931749749079962,0.007251741196668938,-1.5324999999999989,25_9,17
2020,339,9,sol,25,M,2,10,3,11.2388,0.173475,4.425,369.175,33.99,32.975,Jov_Madura,verao,MO,Jan 2005,2.5398418079096046,64.786280443868,0.030443014830365,-1.0150000000000006,25_9,19
2021,339,9,sol,25,M,2,11,5,5.946,0.12405000000000001,2.875,1808.75,29.395,30.195,Madura,outono,MO,Mar 2005,2.068173913043478,47.932285368802894,0.0032873531444367657,0.8000000000000007,25_9,21
2022,339,9,sol,25,M,2,12,7,5.301,0.06257499999999999,2.73375,1547.5,18.1825,21.3725,Madura,inverno,MO,May 2005,1.9390946502057613,84.71434278865362,0.0034255250403877223,3.1899999999999977,25_9,23
2023,340,9,sol,25,M,3,9,1,10.7575,0.3551,5.64,1961.75,31.3325,32.725,Jovem,primavera,MO,Nov 2004,1.907358156028369,30.294283300478735,0.00548362431502485,1.3925000000000018,25_9,17
2024,340,9,sol,25,M,3,10,3,8.2305,0.18495,3.725,346.7,33.4275,32.2475,Jov_Madura,verao,MO,Jan 2005,2.2095302013422815,44.50121654501216,0.02373954427458898,-1.1799999999999997,25_9,19
2025,340,9,sol,25,M,3,11,5,7.38925,0.20335,4.325,625.225,31.74,31.15,Madura,outono,MO,Mar 2005,1.7084971098265895,36.33759527907549,0.011818545323683472,-0.5899999999999999,25_9,21
2026,340,9,sol,25,M,3,12,7,5.8695,0.092525,1.09696,609.075,19.63,20.18,Madura,inverno,MO,May 2005,5.350696470245041,63.436908943528785,0.009636744243319789,0.5500000000000007,25_9,23
2027,341,9,sol,26,F,1,9,1,8.982,0.27447499999999997,5.15,2030.5,32.1525,33.775,Jovem,primavera,MO,Nov 2004,1.7440776699029124,32.724291829857,0.004423540999753755,1.6224999999999952,26_9,17
2028,341,9,sol,26,F,1,10,3,6.80425,0.1184,2.8,180.425,33.2825,32.8275,Jov_Madura,verao,MO,Jan 2005,2.4300892857142857,57.468327702702695,0.037712345850076205,-0.4549999999999983,26_9,19
2029,341,9,sol,26,F,1,11,5,4.11825,0.10402499999999999,2.375,229.45,29.255,28.6575,Madura,outono,MO,Mar 2005,1.734,39.58904109589041,0.017948354761385923,-0.5975000000000001,26_9,21
2030,341,9,sol,26,F,1,12,7,0.9902000000000001,0.058300000000000005,1.19159,28.8633,15.4467,14.6767,Madura,inverno,MO,May 2005,0.8309905252645626,16.984562607204115,0.034306541525050846,-0.7699999999999996,26_9,23
2031,342,9,sol,26,F,2,9,1,4.97925,0.1993,4.66,1999.0,33.08,36.69,Jovem,primavera,MO,Nov 2004,1.0685085836909871,24.983692925238337,0.002490870435217609,3.6099999999999994,26_9,17
2032,342,9,sol,26,F,2,10,3,6.22875,0.126125,3.0,362.35,33.325,32.635,Jov_Madura,verao,MO,Jan 2005,2.07625,49.385530227948465,0.017189871671036288,-0.6900000000000048,26_9,19
2033,342,9,sol,26,F,2,11,5,13.8025,0.4775,6.775,210.6,28.6025,27.495,Madura,outono,MO,Mar 2005,2.0372693726937268,28.905759162303667,0.06553893637226971,-1.1074999999999982,26_9,21
